Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
11,53.36,0.18,0.4,1,1,0.86,"{'controller_frequency': 6.069182734936476, 'planner_patience': 5.941538516432047, 'controller_patience': 5.166975874453783, 'conservative_reset_dist': 1.7395924292504787, 'acc_lim_theta': 3.973092477023602, 'acc_lim_trans': 0.41677169986069207, 'acc_lim_x': 1.510962512344122, 'forward_point_distance': 0.5955571261234581, 'goal_distance_bias': 37.17751400079578, 'max_scaling_factor': 0.2831992398947477, 'max_vel_theta': 0.5251253833994269, 'max_vel_trans': 0.4390633495990187, 'max_vel_x': 0.5852108235005289, 'min_vel_theta': 1.7283038715831935, 'min_vel_trans': 0.1522940604016185, 'min_vel_x': -0.16529428772628307, 'occdist_scale': 0.24014069945551458, 'oscillation_reset_angle': 0.4223618961870671, 'path_distance_bias': 42.020285092294216, 'scaling_speed': 0.23660582676529884, 'sim_granularity': 0.04476770116947591, 'sim_time': 0.5715595372021198, 'stop_time_buffer': 0.47735438160598276, 'theta_stopped_vel': 0.1418160987086594, 'trans_stopped_vel': 0.10732681499794125, 'vth_samples': 16, 'vx_samples': 7, 'vy_samples': 1, 'publish_frequency': 5.351489203982055, 'resolution': 0.13290331684052945, 'transform_tolerance': 0.21171304751187564, 'update_frequency': 1.191052700392902, 'cost_scaling_factor': 17.369998983107507, 'inflation_radius': 0.4220651116222143, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
12,52.12,0.17,0.66,1,1,0.86,"{'controller_frequency': 3.614304456859827, 'planner_patience': 6.383021015673876, 'controller_patience': 3.508461657911539, 'conservative_reset_dist': 2.6568126529455185, 'acc_lim_theta': 3.434575934894383, 'acc_lim_trans': 0.4680398218333721, 'acc_lim_x': 2.22575706243515, 'forward_point_distance': 0.31261569997295735, 'goal_distance_bias': 31.774796098470688, 'max_scaling_factor': 0.14152196161448957, 'max_vel_theta': 0.7524473275989294, 'max_vel_trans': 0.5865703107789159, 'max_vel_x': 0.40637210668064655, 'min_vel_theta': 2.7558711357414722, 'min_vel_trans': 0.18025063248351217, 'min_vel_x': -0.19266154384240508, 'occdist_scale': 0.472890914324671, 'oscillation_reset_angle': 0.40840243399143217, 'path_distance_bias': 14.355955086648464, 'scaling_speed': 0.33405582457780836, 'sim_granularity': 0.023063519429415466, 'sim_time': 1.6593817817047238, 'stop_time_buffer': 1.3194108366966248, 'theta_stopped_vel': 0.11879837932065129, 'trans_stopped_vel': 0.09568882593885064, 'vth_samples': 10, 'vx_samples': 9, 'vy_samples': 5, 'publish_frequency': 4.82313032168895, 'resolution': 0.049307159343734384, 'transform_tolerance': 0.8676521940156818, 'update_frequency': 4.162165158428252, 'cost_scaling_factor': 10.365144095383584, 'inflation_radius': 1.486159697547555, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
13,28,0.5,0.72,0,0.8,0.9,"{'controller_frequency': 5.852156266570091, 'planner_patience': 3.0232685804367065, 'controller_patience': 4.616577442735434, 'conservative_reset_dist': 2.190767839550972, 'acc_lim_theta': 2.2511713014915586, 'acc_lim_trans': 0.34532554522156717, 'acc_lim_x': 2.288919221609831, 'forward_point_distance': 0.5490867918357253, 'goal_distance_bias': 21.564668035134673, 'max_scaling_factor': 0.1309225928038359, 'max_vel_theta': 1.9335883259773254, 'max_vel_trans': 0.6718485597521067, 'max_vel_x': 0.6081845266744494, 'min_vel_theta': 2.467100327834487, 'min_vel_trans': 0.19723292132839562, 'min_vel_x': -0.11660586660727859, 'occdist_scale': 0.4441887997556478, 'oscillation_reset_angle': 0.2285636629909277, 'path_distance_bias': 33.82380776107311, 'scaling_speed': 0.22105237953364848, 'sim_granularity': 0.024566805465146897, 'sim_time': 1.0590501567348838, 'stop_time_buffer': 0.6074589597061276, 'theta_stopped_vel': 0.13285405980423093, 'trans_stopped_vel': 0.07371602933853864, 'vth_samples': 20, 'vx_samples': 9, 'vy_samples': 5, 'publish_frequency': 2.893737269565463, 'resolution': 0.06906022576615214, 'transform_tolerance': 0.7115287348628045, 'update_frequency': 2.9385305838659406, 'cost_scaling_factor': 2.801945143379271, 'inflation_radius': 1.291038742661476, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
14,36.04,0.67,0.79,0,0.8,0.87,"{'controller_frequency': 4.1412528194487095, 'planner_patience': 3.8528139032423496, 'controller_patience': 5.6108637899160385, 'conservative_reset_dist': 4.639430344104767, 'acc_lim_theta': 4.1801673044450585, 'acc_lim_trans': 0.30506188087165353, 'acc_lim_x': 3.152840480208397, 'forward_point_distance': 0.5125788249075413, 'goal_distance_bias': 7.454288867302239, 'max_scaling_factor': 0.3140465471893549, 'max_vel_theta': 1.374632967170328, 'max_vel_trans': 0.6014829323161394, 'max_vel_x': 0.6575009509921074, 'min_vel_theta': 2.864884302020073, 'min_vel_trans': 0.15766085917130113, 'min_vel_x': -0.016238469164818525, 'occdist_scale': 0.3332437115255743, 'oscillation_reset_angle': 0.3325683597475291, 'path_distance_bias': 17.30645839124918, 'scaling_speed': 0.21221788935363292, 'sim_granularity': 0.0171534900739789, 'sim_time': 2.52012503426522, 'stop_time_buffer': 0.9572688125073909, 'theta_stopped_vel': 0.1373954402282834, 'trans_stopped_vel': 0.11912325331941247, 'vth_samples': 24, 'vx_samples': 6, 'vy_samples': 5, 'publish_frequency': 4.041116478852928, 'resolution': 0.09541472538374365, 'transform_tolerance': 1.636701781116426, 'update_frequency': 5.090269678272307, 'cost_scaling_factor': 11.036896170116961, 'inflation_radius': 1.4848612368106842, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
15,53.32,0.17,0.4,1,1,0.86,"{'controller_frequency': 5.197741534560919, 'planner_patience': 6.494455624371767, 'controller_patience': 4.0125247947871685, 'conservative_reset_dist': 2.5059536322951317, 'acc_lim_theta': 1.6594939089380205, 'acc_lim_trans': 0.4967946786433458, 'acc_lim_x': 2.1707550287246704, 'forward_point_distance': 0.6601410060189664, 'goal_distance_bias': 33.88341897632927, 'max_scaling_factor': 0.461948674544692, 'max_vel_theta': 1.5729886968620121, 'max_vel_trans': 0.49053972121328115, 'max_vel_x': 0.6676951284985989, 'min_vel_theta': 2.486964762210846, 'min_vel_trans': 0.18133804937824607, 'min_vel_x': -0.260946689452976, 'occdist_scale': 0.31519381068646907, 'oscillation_reset_angle': 0.39152409806847577, 'path_distance_bias': 28.94454687833786, 'scaling_speed': 0.33094480261206627, 'sim_granularity': 0.03244511380791664, 'sim_time': 1.7472186228260398, 'stop_time_buffer': 0.3223268626257777, 'theta_stopped_vel': 0.06480282237753272, 'trans_stopped_vel': 0.1300909236073494, 'vth_samples': 29, 'vx_samples': 5, 'vy_samples': 5, 'publish_frequency': 5.471319485455751, 'resolution': 0.03929668661206961, 'transform_tolerance': 1.5336375191807747, 'update_frequency': 5.854536824859679, 'cost_scaling_factor': 6.019377105869353, 'inflation_radius': 0.7379734866321086, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
16,49.88,0.17,0.4,1,1,0.87,"{'controller_frequency': 5.392314210534096, 'planner_patience': 5.785034269094467, 'controller_patience': 3.26987711712718, 'conservative_reset_dist': 1.4985305070877075, 'acc_lim_theta': 5.004259777721018, 'acc_lim_trans': 0.4367950733751059, 'acc_lim_x': 2.894907809793949, 'forward_point_distance': 0.5005730217322707, 'goal_distance_bias': 11.694683823734522, 'max_scaling_factor': 0.10827427618205548, 'max_vel_theta': 1.192931605502963, 'max_vel_trans': 0.3273391789756715, 'max_vel_x': 0.47029644940048454, 'min_vel_theta': 2.176317209377885, 'min_vel_trans': 0.18141251765191557, 'min_vel_x': -0.08664734428748488, 'occdist_scale': 0.3975399500690401, 'oscillation_reset_angle': 0.18290944062173367, 'path_distance_bias': 48.87664087116718, 'scaling_speed': 0.1570393668487668, 'sim_granularity': 0.04119422013871371, 'sim_time': 2.5363458888605237, 'stop_time_buffer': 0.5792591763660312, 'theta_stopped_vel': 0.1282982172444463, 'trans_stopped_vel': 0.05029529025778175, 'vth_samples': 26, 'vx_samples': 6, 'vy_samples': 9, 'publish_frequency': 5.044389226473868, 'resolution': 0.03360311325639487, 'transform_tolerance': 0.6494641399011016, 'update_frequency': 2.0432496992871165, 'cost_scaling_factor': 11.342527445405722, 'inflation_radius': 1.3245531309396028, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
17,38.28,0.16,0.59,1,1,0.89,"{'controller_frequency': 6.727333124727011, 'planner_patience': 4.547157786786556, 'controller_patience': 4.02858280017972, 'conservative_reset_dist': 4.015340190380812, 'acc_lim_theta': 3.5347350307740273, 'acc_lim_trans': 0.2751621637493372, 'acc_lim_x': 2.403327450156212, 'forward_point_distance': 0.4447599583305418, 'goal_distance_bias': 8.364144093357027, 'max_scaling_factor': 0.4107070799916983, 'max_vel_theta': 1.7543642679229379, 'max_vel_trans': 0.591468146815896, 'max_vel_x': 0.41550906845368446, 'min_vel_theta': 2.2089967355132103, 'min_vel_trans': 0.17553000198677182, 'min_vel_x': -0.10302840638905764, 'occdist_scale': 0.19090065103955567, 'oscillation_reset_angle': 0.304695013165474, 'path_distance_bias': 18.237742222845554, 'scaling_speed': 0.3136121952906251, 'sim_granularity': 0.03267373999580741, 'sim_time': 0.5430515110492706, 'stop_time_buffer': 1.111296890117228, 'theta_stopped_vel': 0.0640283802524209, 'trans_stopped_vel': 0.07946401983499526, 'vth_samples': 15, 'vx_samples': 10, 'vy_samples': 8, 'publish_frequency': 4.9947355864569545, 'resolution': 0.06326111182570458, 'transform_tolerance': 0.9988955846056342, 'update_frequency': 3.5910378014668822, 'cost_scaling_factor': 7.7295595575124025, 'inflation_radius': 0.9738240290433169, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
18,28.12,1.37,1.12,0,0.6,0.84,"{'controller_frequency': 6.440369572490454, 'planner_patience': 5.869071528315544, 'controller_patience': 5.650687575340271, 'conservative_reset_dist': 3.8388205654919147, 'acc_lim_theta': 4.9528712020255625, 'acc_lim_trans': 0.13242904283106327, 'acc_lim_x': 2.309668689966202, 'forward_point_distance': 0.40801077326759694, 'goal_distance_bias': 24.58265797700733, 'max_scaling_factor': 0.405939980596304, 'max_vel_theta': 1.4060434983111918, 'max_vel_trans': 0.6863867344334722, 'max_vel_x': 0.7172610548324883, 'min_vel_theta': 1.8836320457048714, 'min_vel_trans': 0.16413818253204226, 'min_vel_x': -0.02842251006513835, 'occdist_scale': 0.3588853610679507, 'oscillation_reset_angle': 0.33792013786733155, 'path_distance_bias': 28.53806149214506, 'scaling_speed': 0.25309218317270277, 'sim_granularity': 0.02764533681795001, 'sim_time': 2.9978355318307877, 'stop_time_buffer': 1.3856154039502144, 'theta_stopped_vel': 0.10434823120012879, 'trans_stopped_vel': 0.13913552099838852, 'vth_samples': 10, 'vx_samples': 3, 'vy_samples': 0, 'publish_frequency': 3.663361970335245, 'resolution': 0.1376533100195229, 'transform_tolerance': 1.020761500671506, 'update_frequency': 1.064208684489131, 'cost_scaling_factor': 14.735672657378018, 'inflation_radius': 0.4599571645259857, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
19,45.88,0.19,0.4,1,1,0.87,"{'controller_frequency': 3.9394635148346424, 'planner_patience': 5.0375201888382435, 'controller_patience': 5.568156432360411, 'conservative_reset_dist': 2.957166086882353, 'acc_lim_theta': 4.859120933990926, 'acc_lim_trans': 0.34262100718915467, 'acc_lim_x': 1.802182674407959, 'forward_point_distance': 0.46093101184815166, 'goal_distance_bias': 37.91751954238862, 'max_scaling_factor': 0.10732384957373142, 'max_vel_theta': 1.9106167773716152, 'max_vel_trans': 0.7451212897896766, 'max_vel_x': 0.3038058831822127, 'min_vel_theta': 2.4710652865469456, 'min_vel_trans': 0.1224661567248404, 'min_vel_x': -0.1749554137699306, 'occdist_scale': 0.22379347747191786, 'oscillation_reset_angle': 0.4916124101728201, 'path_distance_bias': 16.56184073537588, 'scaling_speed': 0.30634339302778246, 'sim_granularity': 0.01771073863841593, 'sim_time': 2.055641752667725, 'stop_time_buffer': 1.351818485558033, 'theta_stopped_vel': 0.06738644074648618, 'trans_stopped_vel': 0.1319662191905081, 'vth_samples': 17, 'vx_samples': 8, 'vy_samples': 1, 'publish_frequency': 3.016524043865502, 'resolution': 0.04159865224733949, 'transform_tolerance': 1.5431020004674791, 'update_frequency': 5.259628104045987, 'cost_scaling_factor': 2.6198332998901606, 'inflation_radius': 1.1706548631191254, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
20,20.12,5.21,1.6,0,0,0.62,"{'controller_frequency': 5.065735124051571, 'planner_patience': 3.715110205113888, 'controller_patience': 5.487491548061371, 'conservative_reset_dist': 2.681773655116558, 'acc_lim_theta': 4.8670926433987916, 'acc_lim_trans': 0.4930675826966763, 'acc_lim_x': 4.32351154461503, 'forward_point_distance': 0.4926933482289314, 'goal_distance_bias': 35.82811133004725, 'max_scaling_factor': 0.3815952025353909, 'max_vel_theta': 1.4329148516990244, 'max_vel_trans': 0.6766387516167015, 'max_vel_x': 0.6257037063594908, 'min_vel_theta': 2.931770166847855, 'min_vel_trans': 0.14307859670370818, 'min_vel_x': -0.08961300356313587, 'occdist_scale': 0.47582488050684335, 'oscillation_reset_angle': 0.21976983807981015, 'path_distance_bias': 38.268294744193554, 'scaling_speed': 0.18026399258524178, 'sim_granularity': 0.035881928466260433, 'sim_time': 3.4835837660357356, 'stop_time_buffer': 1.2417056646198035, 'theta_stopped_vel': 0.08786307480186224, 'trans_stopped_vel': 0.09136063074693083, 'vth_samples': 23, 'vx_samples': 4, 'vy_samples': 8, 'publish_frequency': 1.847749044187367, 'resolution': 0.11715951750986278, 'transform_tolerance': 0.5486320357769727, 'update_frequency': 1.1416559051722288, 'cost_scaling_factor': 9.200091375038028, 'inflation_radius': 0.4962304439395666, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
21,44.68,0.68,0.4,0,0.8,0.85,"{'controller_frequency': 4.4955690540373325, 'planner_patience': 4.867163512855768, 'controller_patience': 3.035300150513649, 'conservative_reset_dist': 1.802858505398035, 'acc_lim_theta': 1.7199875690974296, 'acc_lim_trans': 0.10213326513767243, 'acc_lim_x': 3.4708948098123074, 'forward_point_distance': 0.5085436705499887, 'goal_distance_bias': 21.083011692389846, 'max_scaling_factor': 0.20060927122831346, 'max_vel_theta': 1.6566416146233678, 'max_vel_trans': 0.5909517168067395, 'max_vel_x': 0.32010586517862977, 'min_vel_theta': 1.8522064299322665, 'min_vel_trans': 0.15839135218411685, 'min_vel_x': -0.09409236889332531, 'occdist_scale': 0.3121063282713294, 'oscillation_reset_angle': 0.16735964044928553, 'path_distance_bias': 28.31782478839159, 'scaling_speed': 0.28099894858896735, 'sim_granularity': 0.025633381102234124, 'sim_time': 2.5716261686757207, 'stop_time_buffer': 1.2961259154602884, 'theta_stopped_vel': 0.133067659009248, 'trans_stopped_vel': 0.09278857745230198, 'vth_samples': 11, 'vx_samples': 10, 'vy_samples': 13, 'publish_frequency': 1.2827754011377692, 'resolution': 0.13307554009370506, 'transform_tolerance': 1.5876382991671563, 'update_frequency': 1.1416957098990679, 'cost_scaling_factor': 6.295018358156085, 'inflation_radius': 0.911999697983265, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
22,77.24,0.19,0.64,1,1,0.8,"{'controller_frequency': 5.764454375952482, 'planner_patience': 3.775442324578762, 'controller_patience': 6.213434517383575, 'conservative_reset_dist': 3.942459862679243, 'acc_lim_theta': 2.715364992618561, 'acc_lim_trans': 0.1789493788033724, 'acc_lim_x': 1.1203189678490162, 'forward_point_distance': 0.25657605556771157, 'goal_distance_bias': 27.696195598691702, 'max_scaling_factor': 0.1969959907233715, 'max_vel_theta': 0.9023133493028581, 'max_vel_trans': 0.4652089732233435, 'max_vel_x': 0.41806815904565153, 'min_vel_theta': 1.6751061100512743, 'min_vel_trans': 0.13811184829100967, 'min_vel_x': -0.2852913829497993, 'occdist_scale': 0.36306139663793147, 'oscillation_reset_angle': 0.3244553077965975, 'path_distance_bias': 33.45634255558252, 'scaling_speed': 0.20032625831663609, 'sim_granularity': 0.03238393298350274, 'sim_time': 3.319776352494955, 'stop_time_buffer': 1.3979826580733061, 'theta_stopped_vel': 0.10092656761407852, 'trans_stopped_vel': 0.055794134829193355, 'vth_samples': 17, 'vx_samples': 9, 'vy_samples': 5, 'publish_frequency': 5.506792020983994, 'resolution': 0.07989099415019155, 'transform_tolerance': 1.638917731679976, 'update_frequency': 4.795847445726395, 'cost_scaling_factor': 3.943469234742224, 'inflation_radius': 1.3004515953361988, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
23,29.24,0.15,0.62,1,1,0.92,"{'controller_frequency': 6.744557544589043, 'planner_patience': 3.2051549404859543, 'controller_patience': 4.680893875658512, 'conservative_reset_dist': 3.7234263233840466, 'acc_lim_theta': 1.7269752519205213, 'acc_lim_trans': 0.33896278217434883, 'acc_lim_x': 2.94886876642704, 'forward_point_distance': 0.5427969665266573, 'goal_distance_bias': 12.930655968375504, 'max_scaling_factor': 0.11543203108012677, 'max_vel_theta': 1.327566270250827, 'max_vel_trans': 0.6320201287977397, 'max_vel_x': 0.5508203253149986, 'min_vel_theta': 1.5542949847877026, 'min_vel_trans': 0.144620399735868, 'min_vel_x': -0.07648284696042537, 'occdist_scale': 0.23890143884345888, 'oscillation_reset_angle': 0.3036243084818125, 'path_distance_bias': 33.57872996479273, 'scaling_speed': 0.31958471797406673, 'sim_granularity': 0.04133907772600651, 'sim_time': 0.5277280509471893, 'stop_time_buffer': 0.7639071580022573, 'theta_stopped_vel': 0.13357344958931205, 'trans_stopped_vel': 0.114178925473243, 'vth_samples': 21, 'vx_samples': 3, 'vy_samples': 12, 'publish_frequency': 5.94063928257674, 'resolution': 0.03735487741418183, 'transform_tolerance': 1.3826122084632515, 'update_frequency': 5.346669605001807, 'cost_scaling_factor': 5.296067123301327, 'inflation_radius': 0.6974882114678621, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
24,48.68,0.64,0.9,0,0.6,0.84,"{'controller_frequency': 6.060618467628956, 'planner_patience': 5.889515031129122, 'controller_patience': 4.397702973335981, 'conservative_reset_dist': 2.738948915153742, 'acc_lim_theta': 3.340976083558053, 'acc_lim_trans': 0.3929088700562716, 'acc_lim_x': 3.4689560048282146, 'forward_point_distance': 0.5857166474685073, 'goal_distance_bias': 36.19705762248486, 'max_scaling_factor': 0.4576629929244519, 'max_vel_theta': 0.8696235246025026, 'max_vel_trans': 0.744959622155875, 'max_vel_x': 0.3052548485342413, 'min_vel_theta': 2.5143505102023482, 'min_vel_trans': 0.19574781423434617, 'min_vel_x': -0.001052519492804993, 'occdist_scale': 0.07714345986023546, 'oscillation_reset_angle': 0.24280997514724734, 'path_distance_bias': 36.87047205865383, 'scaling_speed': 0.24877597615122793, 'sim_granularity': 0.017969360891729593, 'sim_time': 1.7447742894291878, 'stop_time_buffer': 1.3981963006779552, 'theta_stopped_vel': 0.1194085787050426, 'trans_stopped_vel': 0.06145205702632666, 'vth_samples': 24, 'vx_samples': 8, 'vy_samples': 14, 'publish_frequency': 4.884841878898442, 'resolution': 0.14656531379558146, 'transform_tolerance': 1.2464029191061854, 'update_frequency': 4.109841579571366, 'cost_scaling_factor': 2.826578054577112, 'inflation_radius': 1.177388161048293, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
25,36.04,1.27,1.05,0,0.6,0.83,"{'controller_frequency': 3.657542336732149, 'planner_patience': 4.073760151863098, 'controller_patience': 5.1017106510698795, 'conservative_reset_dist': 1.828564628958702, 'acc_lim_theta': 1.948930033389479, 'acc_lim_trans': 0.4010804291814566, 'acc_lim_x': 2.622584395110607, 'forward_point_distance': 0.6082924929447472, 'goal_distance_bias': 33.803454670123756, 'max_scaling_factor': 0.31349194459617136, 'max_vel_theta': 1.675159436184913, 'max_vel_trans': 0.5288111528847367, 'max_vel_x': 0.3710504641290754, 'min_vel_theta': 2.6894899564795196, 'min_vel_trans': 0.19072793172672392, 'min_vel_x': -0.11631899932399392, 'occdist_scale': 0.3977991566527635, 'oscillation_reset_angle': 0.17953132316470147, 'path_distance_bias': 38.139746487140656, 'scaling_speed': 0.1581346917897463, 'sim_granularity': 0.021913926042616366, 'sim_time': 2.28289039991796, 'stop_time_buffer': 1.4567195313051342, 'theta_stopped_vel': 0.07138999365270138, 'trans_stopped_vel': 0.08565797740593553, 'vth_samples': 29, 'vx_samples': 3, 'vy_samples': 3, 'publish_frequency': 1.5360069079324603, 'resolution': 0.12703567013144493, 'transform_tolerance': 0.9105691391974688, 'update_frequency': 3.1674599312245846, 'cost_scaling_factor': 9.016644681803882, 'inflation_radius': 1.3722737185657023, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
26,40.04,0.16,0.64,1,1,0.89,"{'controller_frequency': 3.2649169117212296, 'planner_patience': 6.500004980713129, 'controller_patience': 5.503079108893871, 'conservative_reset_dist': 2.5795798413455486, 'acc_lim_theta': 4.843168001063168, 'acc_lim_trans': 0.22547650150954723, 'acc_lim_x': 3.531272228807211, 'forward_point_distance': 0.2299081239849329, 'goal_distance_bias': 5.513752116821706, 'max_scaling_factor': 0.15826669707894325, 'max_vel_theta': 0.6935873837210238, 'max_vel_trans': 0.37847526124678554, 'max_vel_x': 0.4420424141921103, 'min_vel_theta': 2.552093609701842, 'min_vel_trans': 0.10383088691160083, 'min_vel_x': -0.07837944952771067, 'occdist_scale': 0.14062019260600211, 'oscillation_reset_angle': 0.18822433017194273, 'path_distance_bias': 24.87456988543272, 'scaling_speed': 0.32086162045598027, 'sim_granularity': 0.040201826132833955, 'sim_time': 0.7899977620691061, 'stop_time_buffer': 1.0739053571596744, 'theta_stopped_vel': 0.06418415196239949, 'trans_stopped_vel': 0.1221893573179841, 'vth_samples': 30, 'vx_samples': 6, 'vy_samples': 14, 'publish_frequency': 5.901892202906311, 'resolution': 0.051549189649522306, 'transform_tolerance': 0.2082939937710762, 'update_frequency': 2.203427240252495, 'cost_scaling_factor': 4.333439263515174, 'inflation_radius': 0.5753250896930695, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
